Instance, Start Time, Type, NE, Alarm No, Description, Supp Info, Cancle Time, Star Rating
174,2017-09-05 01:15:39.67,SWITCH,BCSU-0 1A003-00 IULMAN,2250,FAILURE IN D-CHANNEL,012C 00 00,2017-09-05 01:17:22.94,..
175,2017-09-05 01:15:40.11,SWITCH,SWU-60 1A003-04 RCXPRO,0691,AUTOMATIC RECOVERY ACTION,TE-EX WO-EX 0000,2017-09-05 01:17:44.38,
176,2017-09-05 01:15:40.13,SWITCH,BCSU-1 1A004-00 IULMAN,2250,FAILURE IN D-CHANNEL,0021 00 00,2017-09-05 01:17:44.39,..
177,2017-09-05 01:15:40.14,SWITCH,BCSU-1 1A004-00 IULMAN,2250,FAILURE IN D-CHANNEL,0022 00 00,2017-09-05 01:17:44.40,..
178,2017-09-05 01:15:40.14,SWITCH,BCSU-1 1A004-00 IULMAN,2250,FAILURE IN D-CHANNEL,0100 00 00,2017-09-05 01:17:44.42,..
179,2017-09-05 01:15:40.15,SWITCH,SWU-61 1A003-06 RCXPRO,0691,AUTOMATIC RECOVERY ACTION,WO-EX TE-EX 0000,2017-09-05 01:17:44.43,
180,2017-09-05 01:15:40.16,SWITCH,BCSU-1 1A004-00 IULMAN,2250,FAILURE IN D-CHANNEL,0042 00 00,2017-09-05 01:17:44.44,..
181,2017-09-05 01:15:40.17,SWITCH,SWU-61 1A003-06 RCXPRO,0691,AUTOMATIC RECOVERY ACTION,TE-EX SE-OU 0000,2017-09-05 01:17:44.46,
182,2017-09-05 01:15:40.19,SWITCH,BCSU-1 1A004-00 IULMAN,2250,FAILURE IN D-CHANNEL,0043 00 00,2017-09-05 01:17:44.47,..
183,2017-09-05 01:15:40.20,SWITCH,SWU-61 1A003-06 RCXPRO,0691,AUTOMATIC RECOVERY ACTION,SE-OU TE-EX 0000,2017-09-05 01:17:44.48,
184,2017-09-05 01:15:40.21,SWITCH,BCSU-1 1A004-00 IULMAN,2250,FAILURE IN D-CHANNEL,00B5 00 00,2017-09-05 01:17:44.50,..
185,2017-09-05 01:15:40.62,SWITCH,SWU-61 1A003-06 RCXPRO,0691,AUTOMATIC RECOVERY ACTION,TE-EX WO-EX 0000,2017-09-05 01:17:37.48,
186,2017-09-05 01:15:40.64,SWITCH,BCSU-1 1A004-00 IULMAN,2250,FAILURE IN D-CHANNEL,00A8 00 00,2017-09-05 01:17:37.55,..
187,2017-09-05 01:15:40.65,SWITCH,BCSU-1 1A004-00 IULMAN,2250,FAILURE IN D-CHANNEL,0078 00 00,2017-09-05 01:17:37.57,..
188,2017-09-05 01:15:40.66,SWITCH,ETPE-2-0 1A001-03 RCXPRO,0690,WORKING STATE CHANGE,WO-EX BL-EX 0000,2017-09-05 01:17:37.58,
189,2017-09-05 01:15:40.67,SWITCH,ETPE-2-0 1A001-03 RCXPRO,0691,AUTOMATIC RECOVERY ACTION,BL-EX BL-RE 0000,2017-09-05 01:17:37.60,
190,2017-09-05 01:15:40.68,SWITCH,ETPE-2-0 1A001-03 RCXPRO,0690,WORKING STATE CHANGE,BL-RE TE-EX 0000,2017-09-05 01:17:37.62,
191,2017-09-05 01:15:40.69,SWITCH,ETPE-2-0 1A001-03 RCXPRO,0690,WORKING STATE CHANGE,TE-EX WO-RE 0000,2017-09-05 01:17:37.64,
192,2017-09-05 01:15:40.70,SWITCH,BCSU-1 1A004-00 IULMAN,2250,FAILURE IN D-CHANNEL,00AB 00 00,2017-09-05 01:17:37.65,..
193,2017-09-05 01:15:40.71,SWITCH,ETPE-2-0 1A001-03 RCXPRO,0691,AUTOMATIC RECOVERY ACTION,WO-RE WO-EX 0000,2017-09-05 01:17:37.68,
194,2017-09-05 01:15:40.72,SWITCH,ETPE-2-1 1A002-03 RCXPRO,0690,WORKING STATE CHANGE,WO-EX TE-EX 0000,2017-09-05 01:17:37.69,
195,2017-09-05 01:15:40.73,SWITCH,ETPE-2-1 1A002-03 RCXPRO,0690,WORKING STATE CHANGE,TE-EX WO-RE 0000,2017-09-05 01:17:37.71,
196,2017-09-05 01:15:40.74,SWITCH,BCSU-1 1A004-00 IULMAN,2250,FAILURE IN D-CHANNEL,00AC 00 00,2017-09-05 01:17:37.73,..
197,2017-09-05 01:15:40.75,SWITCH,ETPE-2-1 1A002-03 RCXPRO,0691,AUTOMATIC RECOVERY ACTION,WO-RE WO-EX 0000,2017-09-05 01:17:48.99,
198,2017-09-05 01:15:40.75,SWITCH,ETPE-3-0 1A002-03 RCXPRO,0690,WORKING STATE CHANGE,WO-EX TE-EX 0000,2017-09-05 01:17:49.01,
199,2017-09-05 01:15:40.75,SWITCH,ETPE-3-0 1A002-03 RCXPRO,0690,WORKING STATE CHANGE,TE-EX WO-RE 0000,2017-09-05 01:17:37.74,
200,2017-09-05 01:15:40.76,SWITCH,BCSU-1 1A004-00 IULMAN,2250,FAILURE IN D-CHANNEL,0101 00 00,2017-09-05 01:17:37.77,..
201,2017-09-05 01:15:40.77,SWITCH,ETPE-3-0 1A002-03 RCXPRO,0691,AUTOMATIC RECOVERY ACTION,WO-RE WO-EX 0000,2017-09-05 01:17:49.03,
202,2017-09-05 01:15:40.77,SWITCH,ETPE-3-1 1A001-03 RCXPRO,0690,WORKING STATE CHANGE,WO-EX BL-EX 0000,2017-09-05 01:17:37.79,
203,2017-09-05 01:15:40.78,SWITCH,ETPE-3-1 1A001-03 RCXPRO,0691,AUTOMATIC RECOVERY ACTION,BL-EX BL-RE 0000,2017-09-05 01:17:49.05,
204,2017-09-05 01:15:40.78,SWITCH,ETPE-3-1 1A001-03 RCXPRO,0690,WORKING STATE CHANGE,BL-RE TE-EX 0000,2017-09-05 01:17:37.81,
205,2017-09-05 01:15:40.79,SWITCH,ETPE-3-1 1A001-03 RCXPRO,0690,WORKING STATE CHANGE,TE-EX WO-RE 0000,2017-09-05 01:23:40.78,
237,2017-09-05 01:47:18.14,SWITCH,BCSU-1 1A004-00 PCU2_E-10,3026,NETWORK SERVICE VIRTUAL,00 1AF6 07,2017-09-05 01:57:13.63,.
238,2017-09-05 01:47:18.83,SWITCH,BCSU-1 1A004-00 PCU2_E-10,3026,NETWORK SERVICE VIRTUAL,00 1AF5 07,2017-09-05 01:57:13.63,.
241,2017-09-05 01:47:41.13,SWITCH,BCSU-2 1A005-00 PCU2_E-4,3019,NETWORK SERVICE ENTITY,00 1AF6 01,2017-09-05 01:47:41.13,..
242,2017-09-05 01:47:44.15,SWITCH,BCSU-1 1A004-00 PCU2_E-12,3026,NETWORK SERVICE VIRTUAL,00 1AF6 09,2017-09-05 01:57:13.63,.
243,2017-09-05 01:47:44.86,SWITCH,BCSU-1 1A004-00 PCU2_E-8,3026,NETWORK SERVICE VIRTUAL,00 1AF5 04,2017-09-05 01:57:13.63,.
244,2017-09-05 01:47:45.13,SWITCH,BCSU-2 1A005-00 PCU2_E-6,3019,NETWORK SERVICE ENTITY,00 1AF5 03,2017-09-05 01:47:45.13,..
245,2017-09-05 01:47:46.66,SWITCH,BCSU-1 1A004-00 PCU2_E-8,3026,NETWORK SERVICE VIRTUAL,00 1AF6 04,2017-09-05 01:57:13.63,.
246,2017-09-05 01:47:53.12,SWITCH,BCSU-2 1A005-00 PCU2_E-10,3019,NETWORK SERVICE ENTITY,00 1AF6 06,2017-09-05 01:47:53.12,..
247,2017-09-05 01:47:53.13,SWITCH,BCSU-2 1A005-00 PCU2_E-10,3019,NETWORK SERVICE ENTITY,00 1AF5 06,2017-09-05 01:47:53.13,..
248,2017-09-05 01:47:57.13,SWITCH,BCSU-2 1A005-00 PCU2_E-12,3019,NETWORK SERVICE ENTITY,00 1AF5 08,2017-09-05 01:47:57.13,..
260,2017-09-05 01:54:28.98,SWITCH,BCSU-2 1A005-00 PCU2_E-12,3026,NETWORK SERVICE VIRTUAL,00 1AF6 08,2017-09-05 02:09:32.94,.
261,2017-09-05 01:54:29.69,SWITCH,BCSU-1 1A004-00 PCU2_E-12,3026,NETWORK SERVICE VIRTUAL,00 1AF5 09,2017-09-05 01:57:13.63,.
262,2017-09-05 01:54:52.20,SWITCH,BCSU-2 1A005-00 PCU2_E-10,3026,NETWORK SERVICE VIRTUAL,00 1AF5 06,2017-09-05 02:09:52.98,.
263,2017-09-05 01:54:52.51,SWITCH,BCSU-2 1A005-00 PCU2_E-10,3026,NETWORK SERVICE VIRTUAL,00 1AF6 06,2017-09-05 02:09:52.98,.
264,2017-09-05 01:54:53.19,SWITCH,BCSU-0 1A003-00 PCU2_E-4,3026,NETWORK SERVICE VIRTUAL,00 1AF5 00,2017-09-05 02:06:44.77,.
265,2017-09-05 01:54:55.01,SWITCH,BCSU-2 1A005-00 PCU2_E-4,3026,NETWORK SERVICE VIRTUAL,00 1AF6 01,2017-09-05 02:10:03.00,.
266,2017-09-05 01:54:58.59,SWITCH,BCSU-0 1A003-00 PCU2_E-8,3019,NETWORK SERVICE ENTITY,00 1AF5 04,2017-09-05 01:54:58.59,..
267,2017-09-05 01:55:06.58,SWITCH,BCSU-0 1A003-00 PCU2_E-12,3019,NETWORK SERVICE ENTITY,00 1AF5 09,2017-09-05 01:55:06.59,..
276,2017-09-05 02:03:55.11,SWITCH,BCSU-2 1A005-00 PCU2_E-8,3026,NETWORK SERVICE VIRTUAL,00 1AF5 05,2017-09-05 02:19:04.08,.
277,2017-09-05 02:03:59.39,SWITCH,BCSU-0 1A003-00 PCU2_E-12,3026,NETWORK SERVICE VIRTUAL,00 1AF6 09,2017-09-05 02:06:44.77,.
278,2017-09-05 02:04:22.62,SWITCH,BCSU-2 1A005-00 PCU2_E-12,3026,NETWORK SERVICE VIRTUAL,00 1AF5 08,2017-09-05 02:19:24.12,.
279,2017-09-05 02:04:26.13,SWITCH,BCSU-1 1A004-00 PCU2_E-4,3026,NETWORK SERVICE VIRTUAL,00 1AF5 00,2017-09-05 02:09:25.09,.
280,2017-09-05 02:04:28.07,SWITCH,BCSU-1 1A004-00 PCU2_E-8,3019,NETWORK SERVICE ENTITY,00 1AF5 04,2017-09-05 02:04:28.07,..
281,2017-09-05 02:04:36.06,SWITCH,BCSU-1 1A004-00 PCU2_E-12,3019,NETWORK SERVICE ENTITY,00 1AF5 09,2017-09-05 02:04:36.07,..
282,2017-09-05 02:06:34.54,SWITCH,BCSU-1 1A004-00 PCU2_E-10,3026,NETWORK SERVICE VIRTUAL,00 1AF6 07,2017-09-05 02:09:25.09,.
283,2017-09-05 02:06:35.24,SWITCH,BCSU-2 1A005-00 PCU2_E-6,3026,NETWORK SERVICE VIRTUAL,00 1AF5 03,2017-09-05 02:21:44.40,.
285,2017-09-05 02:07:00.53,SWITCH,BCSU-2 1A005-00 PCU2_E-6,3026,NETWORK SERVICE VIRTUAL,00 1AF6 03,2017-09-05 02:22:04.44,.
286,2017-09-05 02:07:01.27,SWITCH,BCSU-2 1A005-00 PCU2_E-4,3026,NETWORK SERVICE VIRTUAL,00 1AF5 01,2017-09-05 02:22:04.44,.
287,2017-09-05 02:07:06.65,SWITCH,BCSU-0 1A003-00 PCU2_E-8,3019,NETWORK SERVICE ENTITY,00 1AF5 04,2017-09-05 02:07:06.65,..
289,2017-09-05 02:07:14.64,SWITCH,BCSU-0 1A003-00 PCU2_E-12,3019,NETWORK SERVICE ENTITY,00 1AF5 09,2017-09-05 02:07:14.64,..
327,2017-09-05 02:39:18.24,TRANSM,SWU-0 1A004-03 AKSELI,3254,LAN DEVICE GENERAL,08 0d 0d,2017-09-05 03:44:41.04,.
330,2017-09-05 02:43:10.43,SWITCH,BCSU-2 1A005-00 NDVMAN,3053,ETHERNET INTERFACE FAILURE,00000039 03 00,2017-09-05 02:44:47.11,..
331,2017-09-05 02:43:10.44,SWITCH,BCSU-1 1A004-00 NDVMAN,3053,ETHERNET INTERFACE FAILURE,00000039 03 00,2017-09-05 02:44:47.16,..
332,2017-09-05 02:43:10.44,SWITCH,BCSU-0 1A003-00 NDVMAN,3053,ETHERNET INTERFACE FAILURE,00000039 03 00,2017-09-05 02:44:47.17,..
333,2017-09-05 02:43:10.45,SWITCH,MCMU-1 1A003-06 NDVMAN,3053,ETHERNET INTERFACE FAILURE,00000039 03 00,2017-09-05 02:44:47.19,..
334,2017-09-05 02:43:10.45,SWITCH,OMU 1A003-08 NDVMAN,3053,ETHERNET INTERFACE FAILURE,00000039 03 00,2017-09-05 02:44:47.17,..
335,2017-09-05 02:43:10.45,SWITCH,MCMU-0 1A003-04 NDVMAN,3053,ETHERNET INTERFACE FAILURE,00000039 03 00,2017-09-05 02:44:47.28,..
339,2017-09-05 02:43:11.67,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 003D FFFF,2017-09-05 02:43:21.40,.
340,2017-09-05 02:43:11.68,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 001D FFFF,2017-09-05 02:43:21.48,.
341,2017-09-05 02:43:11.68,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0026 FFFF,2017-09-05 02:43:21.67,.
342,2017-09-05 02:43:11.70,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0096 FFFF,2017-09-05 02:43:21.53,.
343,2017-09-05 02:43:11.71,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00E4 FFFF,2017-09-05 02:43:21.41,.
344,2017-09-05 02:43:11.71,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 001B FFFF,2017-09-05 02:43:21.80,.
345,2017-09-05 02:43:11.72,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 005C FFFF,2017-09-05 02:43:21.56,.
346,2017-09-05 02:43:11.72,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D5 FFFF,2017-09-05 02:43:21.73,.
347,2017-09-05 02:43:11.73,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00BA FFFF,2017-09-05 02:43:21.54,.
348,2017-09-05 02:43:11.73,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0075 FFFF,2017-09-05 02:43:21.50,.
349,2017-09-05 02:43:11.73,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00DE FFFF,2017-09-05 02:43:21.83,.
350,2017-09-05 02:43:11.74,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 006D FFFF,2017-09-05 02:43:21.85,.
351,2017-09-05 02:43:11.74,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0016 FFFF,2017-09-05 02:43:21.76,.
352,2017-09-05 02:43:11.74,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00BF FFFF,2017-09-05 02:43:21.40,.
353,2017-09-05 02:43:11.75,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0034 FFFF,2017-09-05 02:43:21.49,.
354,2017-09-05 02:43:11.76,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0104 FFFF,2017-09-05 02:43:21.82,.
355,2017-09-05 02:43:11.76,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0062 FFFF,2017-09-05 02:43:21.41,.
356,2017-09-05 02:43:11.77,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0067 FFFF,2017-09-05 02:43:21.90,.
357,2017-09-05 02:43:11.77,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 004B FFFF,2017-09-05 02:43:21.61,.
358,2017-09-05 02:43:11.77,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00E6 FFFF,2017-09-05 02:43:21.79,.
359,2017-09-05 02:43:11.77,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0107 FFFF,2017-09-05 02:43:21.60,.
360,2017-09-05 02:43:11.77,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00BC FFFF,2017-09-05 02:43:21.85,.
361,2017-09-05 02:43:11.78,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0068 FFFF,2017-09-05 02:43:21.65,.
362,2017-09-05 02:43:11.79,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0036 FFFF,2017-09-05 02:43:21.49,.
363,2017-09-05 02:43:11.80,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0039 FFFF,2017-09-05 02:43:21.46,.
364,2017-09-05 02:43:11.82,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D9 FFFF,2017-09-05 02:43:21.59,.
365,2017-09-05 02:43:11.84,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0008 FFFF,2017-09-05 02:43:21.87,.
366,2017-09-05 02:43:11.87,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0077 FFFF,2017-09-05 02:43:21.53,.
367,2017-09-05 02:43:11.88,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0005 FFFF,2017-09-05 02:43:21.45,.
368,2017-09-05 02:43:11.88,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 001F FFFF,2017-09-05 02:43:21.75,.
369,2017-09-05 02:43:11.88,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 005D FFFF,2017-09-05 02:43:21.72,.
370,2017-09-05 02:43:11.88,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 010E FFFF,2017-09-05 02:43:21.48,.
371,2017-09-05 02:43:11.89,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0057 FFFF,2017-09-05 02:43:21.60,.
372,2017-09-05 02:43:11.89,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0040 FFFF,2017-09-05 02:43:21.57,.
373,2017-09-05 02:43:11.89,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0059 FFFF,2017-09-05 02:43:21.78,.
374,2017-09-05 02:43:11.90,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00E8 FFFF,2017-09-05 02:43:21.47,.
375,2017-09-05 02:43:11.90,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 000A FFFF,2017-09-05 02:43:21.54,.
376,2017-09-05 02:43:11.91,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 006B FFFF,2017-09-05 02:43:21.46,.
377,2017-09-05 02:43:11.92,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 010A FFFF,2017-09-05 02:43:21.68,.
378,2017-09-05 02:43:11.92,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 000C FFFF,2017-09-05 02:43:21.73,.
379,2017-09-05 02:43:11.92,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 009E FFFF,2017-09-05 02:43:21.49,.
380,2017-09-05 02:43:11.93,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0064 FFFF,2017-09-05 02:43:21.69,.
381,2017-09-05 02:43:11.94,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0003 FFFF,2017-09-05 02:43:21.73,.
382,2017-09-05 02:43:11.94,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0021 FFFF,2017-09-05 02:43:21.58,.
383,2017-09-05 02:43:11.96,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0072 FFFF,2017-09-05 02:43:21.65,.
384,2017-09-05 02:43:11.96,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0099 FFFF,2017-09-05 02:43:21.70,.
385,2017-09-05 02:43:11.96,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0049 FFFF,2017-09-05 02:43:21.83,.
386,2017-09-05 02:43:11.98,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0084 FFFF,2017-09-05 02:43:21.64,.
387,2017-09-05 02:43:11.98,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0032 FFFF,2017-09-05 02:43:21.63,.
388,2017-09-05 02:43:11.99,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 003B FFFF,2017-09-05 02:43:21.43,.
389,2017-09-05 02:43:12.02,SWITCH,OMU 1A003-08 ALARMP,2018,OVERFLOW IN HANDLING,00003159 05890000 00,2017-09-05 05:41:07.89,..
390,2017-09-05 02:43:16.49,SWITCH,BCSU-2 1A005-00 S3CMAN,3379,SCTP PATH FAILURE,03 02 0000,2017-09-05 02:44:49.84,.
391,2017-09-05 02:43:17.82,SWITCH,BCSU-0 1A003-00 S3CMAN,3379,SCTP PATH FAILURE,03 01 0000,2017-09-05 02:44:48.40,.
394,2017-09-05 02:44:36.50,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00BF FFFF,2017-09-05 02:44:57.29,.
395,2017-09-05 02:44:36.50,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0032 FFFF,2017-09-05 02:44:57.29,.
396,2017-09-05 02:44:36.50,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0044 FFFF,2017-09-05 02:44:57.28,.
397,2017-09-05 02:44:36.50,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00DE FFFF,2017-09-05 02:44:57.28,.
398,2017-09-05 02:44:36.55,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00E4 FFFF,2017-09-05 02:44:57.34,.
399,2017-09-05 02:44:36.55,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 000A FFFF,2017-09-05 02:44:57.34,.
400,2017-09-05 02:44:36.55,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0104 FFFF,2017-09-05 02:44:57.33,.
401,2017-09-05 02:44:36.55,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0072 FFFF,2017-09-05 02:44:57.34,.
402,2017-09-05 02:44:36.56,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00E6 FFFF,2017-09-05 02:44:57.35,.
403,2017-09-05 02:44:36.56,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0028 FFFF,2017-09-05 02:44:57.35,.
404,2017-09-05 02:44:36.57,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0068 FFFF,2017-09-05 02:44:57.36,.
405,2017-09-05 02:44:36.58,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0047 FFFF,2017-09-05 02:44:57.36,.
406,2017-09-05 02:44:36.58,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0062 FFFF,2017-09-05 02:44:57.36,.
407,2017-09-05 02:44:36.58,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 006B FFFF,2017-09-05 02:44:57.37,.
408,2017-09-05 02:44:36.58,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00BA FFFF,2017-09-05 02:44:57.37,.
409,2017-09-05 02:44:36.59,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0067 FFFF,2017-09-05 02:44:57.38,.
410,2017-09-05 02:44:36.59,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00BC FFFF,2017-09-05 02:44:57.37,.
411,2017-09-05 02:44:36.59,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0096 FFFF,2017-09-05 02:44:57.38,.
412,2017-09-05 02:44:36.59,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 010E FFFF,2017-09-05 02:44:57.38,.
413,2017-09-05 02:44:36.61,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00E8 FFFF,2017-09-05 02:44:57.39,.
414,2017-09-05 02:44:36.61,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 006F FFFF,2017-09-05 02:44:57.40,.
415,2017-09-05 02:44:36.61,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0024 FFFF,2017-09-05 02:44:57.40,.
416,2017-09-05 02:44:36.61,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0099 FFFF,2017-09-05 02:44:57.40,.
417,2017-09-05 02:44:36.61,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0040 FFFF,2017-09-05 02:44:57.40,.
418,2017-09-05 02:44:36.62,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 004B FFFF,2017-09-05 02:44:57.41,.
419,2017-09-05 02:44:36.62,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0005 FFFF,2017-09-05 02:44:57.40,.
420,2017-09-05 02:44:36.62,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0076 FFFF,2017-09-05 02:44:57.42,.
421,2017-09-05 02:44:36.63,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 003B FFFF,2017-09-05 02:44:57.42,.
422,2017-09-05 02:44:36.64,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0008 FFFF,2017-09-05 02:44:57.43,.
423,2017-09-05 02:44:36.64,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0001 FFFF,2017-09-05 02:44:57.43,.
424,2017-09-05 02:44:36.64,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0055 FFFF,2017-09-05 02:44:57.43,.
425,2017-09-05 02:44:36.66,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0107 FFFF,2017-09-05 02:44:57.45,.
426,2017-09-05 02:44:36.66,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 009E FFFF,2017-09-05 02:44:57.46,.
427,2017-09-05 02:44:36.67,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 005D FFFF,2017-09-05 02:44:57.46,.
428,2017-09-05 02:44:36.69,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0021 FFFF,2017-09-05 02:44:57.49,.
